,0
121,212.81204302984725
122,106.15819548063602
123,184.39693182737068
124,238.7022320130045
125,315.60631021254534
126,190.01848926488805
127,165.6337968410952
128,785.4110640464032
129,130.68101760468346
130,111.06737032835484
131,139.92112772386056
132,107.47003352937364
133,143.66897683950415
134,162.06136307099104
135,486.54299774493165
136,196.69013998887294
137,269.70517233461874
138,132.26494995189935
139,106.5602052175806
140,239.18653185589574
141,196.69013998887294
142,376.75783658595344
143,130.68101760468346
144,113.10096093331128
145,212.81204302984725
146,144.41650250715938
147,125.23183183309278
148,144.0692005722378
149,349.2470736939829
150,203.912108934811
151,142.93693454933347
152,170.33912131720368
153,143.11490826881388
154,323.2516223720596
155,267.47152343252515
156,176.27998586282834
157,288.0965061590053
158,138.32006860813968
159,127.8870450916788
160,195.15734927740303
161,451.5791188511082
162,501.9755549220351
163,143.1810392642268
164,125.8801501491301
165,142.57029153512818
166,230.75813747594725
167,149.88642891407852
168,203.0854434901504
169,132.26561383685993
170,209.69011115269274
171,128.80901239883843
172,128.80901239883843
173,128.80901239883843
174,176.27998586282834
175,176.27998586282834
176,181.59759955998354
177,192.57875683959418
178,176.27998586282834
179,184.8229126060385
180,184.8229126060385
181,119.91706506286653
182,176.27998586282834
183,176.27998586282834
184,176.27998586282834
185,141.53283301490586
186,139.92112772386056
187,179.19801914293606
188,168.3209677383316
189,51.13721031740451
190,51.13721031740451
191,51.13721031740451
192,103.46295375930616
193,498.3192189736501
194,179.19801914293606
195,149.67534541288748
196,178.67106740206782
197,196.69013998887294
198,280.20096262160575
199,181.42504558149994
200,333.4786250129261
201,139.38561257100545
202,218.52583156854413
203,183.91810073391215
204,212.81204302984725
205,126.51533220396593
206,216.16782748999458
207,237.11683974088953
208,265.70643469272335
209,300.9564362214747
210,196.69013998887294
211,207.66650094617398
212,119.68479323145839
213,168.24252637040445
214,187.83664798538393
215,144.41650250715938
216,204.0683104331743
217,333.4786250129261
218,206.44020968294902
219,178.67106740206782
220,172.617276185427
221,149.88642891407852
222,170.33912131720368
223,234.0008696888313
224,480.57172233026324
225,186.36287342783677
226,149.88642891407852
227,119.88919944635843
228,215.433836969059
229,113.41509018929584
230,139.92112772386056
231,520.5002204934269
232,318.1862431051856
233,147.96174866571576
234,140.28520778297866
235,94.19810219148295
236,222.84291965103824
237,310.3893328635558
238,461.8987779879566
239,137.16872876721746
240,256.70783549431155
241,170.33912131720368
242,189.00697354344604
243,273.2377461612545
244,181.42504558149994
245,201.72908376030787
246,299.2510851877499
247,195.54873351303942
248,196.69013998887294
249,350.84331463687937
250,113.63297870057114
251,365.6989034051422
252,117.76174695659707
253,135.6328652635733
254,890.125055580411
255,195.54873351303942
256,103.52180775187989
257,149.88642891407852
258,141.56615876661812
259,149.88642891407852
260,432.7126994465315
261,170.2321351449962
262,501.9755549220351
263,179.48935408992605
264,365.6989034051422
265,181.42504558149994
266,277.5864209060374
267,176.27998586282834
268,520.409337898755
269,156.2521006623916
270,193.1620914129861
271,110.9794433501204
272,181.42504558149994
273,264.6654748628384
274,290.2613432007783
275,366.9696113129327
276,305.2338066553318
277,130.35696242753133
278,165.87328556216949
279,175.00582981717847
280,179.48935408992605
281,234.0008696888313
282,257.00463702002793
283,627.3582572826191
284,137.27346779935903
285,149.88642891407852
286,359.88176677963196
287,287.75459666560363
288,252.61557864969092
289,325.9604147191322
290,333.4786250129261
291,445.70228623323845
292,179.48935408992605
293,152.28281590930695
294,337.47940711359684
295,370.2921202532787
296,147.2089503930075
297,237.1070437054809
298,203.0854434901504
299,136.0484840951213
300,132.52870855482053
301,229.96471963406518
302,129.10315075881488
303,181.59759955998354
304,165.22582212111925
305,212.81204302984725
306,216.9812047147539
307,180.60874140770093
308,108.5013127738633
309,627.3582572826191
310,627.3582572826191
311,334.9101021392267
312,185.75393714288325
313,181.42504558149994
314,195.93797291680232
315,132.26561383685993
316,671.9579551000737
317,181.42504558149994
318,90.9695817327296
319,139.92112772386056
320,187.54991736182157
321,195.93797291680232
322,149.88642891407852
323,185.75393714288325
324,159.67905882292692
325,238.7022320130045
326,190.5854468890538
327,206.44020968294902
328,157.48730479002904
329,232.66286582291156
330,135.5684506367307
331,242.09756114533755
332,273.5579888737161
333,463.75174693618226
334,392.6796406133993
335,218.52583156854413
336,218.52583156854413
337,117.85859079439378
338,117.85859079439378
339,248.50625254612095
340,246.32040072926233
341,185.24814336453628
342,181.42504558149994
343,142.3050967834896
344,144.4990886644675
345,149.88642891407852
346,288.8712025263792
347,149.67534541288748
348,127.89093791118113
349,203.0854434901504
350,176.27998586282834
351,206.4744455484882
352,248.63552126032388
353,137.16872876721746
354,181.59759955998354
355,522.7462832019648
356,256.36796656371183
357,184.8229126060385
358,256.6725082910077
359,143.11490826881388
360,257.31378238969546
361,228.15878437949334
362,160.06921465388905
363,144.171156362893
364,463.8535386649437
365,193.1620914129861
366,111.06737032835484
367,393.05411944824135
368,619.557819756368
369,148.32048001596146
370,101.79238794353356
371,106.58634337510573
372,143.0500299582793
373,229.96471963406518
374,520.409337898755
375,159.11160628766024
376,107.29428857617452
377,225.16370997419685
378,520.409337898755
379,245.86429524671945
380,198.82993062601713
381,181.42504558149994
382,452.67737920589497
383,187.2607308842628
384,218.52583156854413
385,215.4637552391186
386,239.71848992798104
387,235.54646620051906
388,185.24814336453628
389,310.5600491789079
390,119.62780958868201
391,186.5467818698195
392,222.39374835492973
393,148.72182424029316
394,277.94210958839665
395,131.9068465472445
396,581.9354521875348
397,204.8943664588543
398,142.93693454933347
399,187.30181852900694
400,145.47773794193307
401,387.88496083100375
402,143.1810392642268
403,252.59418044843085
404,206.44020968294902
405,189.33706574361483
406,372.5248743538913
407,273.5579888737161
408,192.79839117521166
409,115.4866119449254
410,2273.3679282517915
411,159.11160628766024
412,159.34435117048062
413,366.9696113129327
414,110.39345627896634
415,462.623811199156
416,137.16872876721746
417,468.2658971269416
418,203.0854434901504
419,710.201579742332
420,148.5018058363896
421,140.33308202079107
422,309.10553554673277
423,500.2306006878308
424,190.01848926488805
425,3434.133572817549
426,649.7404170116567
427,288.8712025263792
428,245.86429524671945
429,240.64107758950058
430,109.36865684313881
431,85.95220807318644
432,148.72182424029316
433,183.91810073391215
434,500.2306006878308
435,186.675397828425
436,253.8321138515145
437,149.56845626143001
438,130.11442551782588
439,494.34025490110554
440,166.58924705263584
441,1076.2106374146097
442,346.7852961109918
443,357.6538739382785
444,181.59759955998354
445,456.2309673481597
446,130.68101760468346
447,204.8943664588543
448,120.2583103660469
449,115.03562672880047
450,150.63429631387783
451,242.41082579948957
452,162.05404196183466
453,1345.7994985615717
454,279.6940828471235
455,420.8912696579138
456,190.7600572072803
457,190.35365304742956
458,257.00463702002793
459,120.58021423227493
460,126.52791829673939
461,462.61621071697675
462,136.0484840951213
463,608.8247016841538
464,146.8239996292452
465,106.07867616973313
466,149.88642891407852
467,261.34914891944027
468,187.37591753208903
469,301.7342755797344
470,183.1017369730925
471,212.33433216308586
472,142.93693454933347
473,121.88414693919349
474,366.97481882661856
475,208.27359844199623
476,170.33912131720368
477,212.81204302984725
478,144.0692005722378
479,150.79345480984682
480,117.82229598115033
481,159.11160628766024
482,100.90564490340677
483,406.6795699466224
484,196.69013998887294
485,186.5467818698195
486,203.0854434901504
487,258.11023977941704
488,149.67534541288748
489,477.7275147852536
490,184.8229126060385
491,713.629087099654
492,376.75783658595344
493,113.41509018929584
494,143.11490826881388
495,264.977807087224
496,376.75783658595344
497,263.35871357422127
498,304.4928763899152
499,1392.394047397353
500,195.93797291680232
501,147.6968421274514
502,615.041295903845
503,473.6774570246126
504,115.4866119449254
505,411.55399846389724
506,215.63862537571515
507,867.4901084152623
508,176.27998586282834
509,208.35472394648392
510,176.27998586282834
511,176.27998586282834
512,233.54189040848945
513,99.39070421716613
514,301.7342755797344
515,238.65784498732424
516,218.52583156854413
517,130.68101760468346
518,291.01280997078715
519,226.44771861415182
520,505.01400335076755
521,306.26068957324577
522,133.8444709001882
523,176.45028691940342
524,113.59287135909516
525,221.3745049378877
526,357.6538739382785
527,544.7443201992054
528,140.28520778297866
529,186.48897014623722
530,229.2801280114805
531,393.05411944824135
532,168.3209677383316
533,181.59759955998354
534,448.0043838779249
535,339.8716188941577
536,285.8801456189461
537,285.8801456189461
538,405.2951885021162
539,213.70658363433375
540,287.75459666560363
541,209.88322186409653
542,119.91706506286653
543,181.42504558149994
544,191.86469334824145
545,190.23999123661062
546,135.5684506367307
547,150.46252494518816
548,233.06301698903104
549,149.88642891407852
550,257.00463702002793
551,285.8801456189461
552,285.8801456189461
553,285.8801456189461
554,151.5992333525831
555,181.59759955998354
556,113.10096093331128
557,137.16872876721746
558,212.81204302984725
559,239.18653185589574
560,520.409337898755
561,159.11160628766024
562,100.46797895834558
563,404.8870169795655
564,249.04875683425735
565,161.83167054548124
566,256.36796656371183
567,201.13235493271762
568,144.0692005722378
569,165.6337968410952
570,117.85859079439378
571,117.85859079439378
572,117.85859079439378
573,434.53974118651695
574,325.9604147191322
575,301.7342755797344
576,117.76174695659707
577,97.05270045752879
578,306.09633245242355
579,114.81555899261426
580,520.409337898755
581,255.28919718917234
582,810.3634578912165
583,256.36796656371183
584,139.61863829500373
585,159.34435117048062
586,179.48935408992605
587,159.11160628766024
588,198.07113202531738
589,148.72182424029316
590,139.92112772386056
591,140.28520778297866
592,193.1620914129861
593,310.8163128352438
594,119.68479323145839
595,212.81204302984725
596,131.98997215949905
597,143.11490826881388
598,142.57029153512818
599,255.78368942481436
600,140.747032123107
601,227.58873309712342
602,130.68101760468346
603,181.42504558149994
604,184.39233620104326
605,301.44003992749583
606,139.8521150918748
607,185.2799701898106
608,136.00276410862875
609,108.76825183436543
610,277.5864209060374
611,159.04486007512062
612,358.0782206357743
613,544.7443201992054
614,144.65447437332182
615,99.11621183684838
616,180.60874140770093
617,180.60874140770093
618,365.6989034051422
619,130.68101760468346
620,130.68101760468346
621,191.56184418191611
622,300.25983571112715
623,273.7580448996175
624,195.54873351303942
625,222.42173314799012
626,350.84331463687937
627,222.10294100307345
628,501.9755549220351
629,404.8870169795655
630,201.02739038367727
631,133.42137540181133
632,267.9372604656646
633,212.02590798183886
634,149.67534541288748
635,263.35871357422127
636,121.88414693919349
637,202.72808677814388
638,234.5928218553553
639,212.33433216308586
640,154.79749391417562
641,147.73409042366393
642,196.69013998887294
643,217.05832498486424
644,181.42504558149994
645,404.93320745364474
646,226.44771861415182
647,137.16872876721746
648,143.11490826881388
649,148.72182424029316
650,162.9955083144326
651,1128.7848008902915
652,300.3450588908768
653,501.9755549220351
654,433.5117477565408
655,433.5117477565408
656,264.6654748628384
657,250.19295746805352
658,136.92776583621963
659,217.78172723975015
660,209.17443286580007
661,153.46256660500086
662,130.68101760468346
663,371.4042867685535
664,141.53283301490586
665,147.17834273919215
666,139.38561257100545
667,212.81204302984725
668,406.1038153665096
669,213.70658363433375
670,203.0854434901504
671,218.52583156854413
672,218.52583156854413
673,218.52583156854413
674,288.8712025263792
675,165.6337968410952
676,153.66118968769788
677,245.86429524671945
678,338.42922923893093
679,176.27998586282834
680,159.11160628766024
681,160.86837468852366
682,148.47495630374377
683,188.2813025268774
684,145.522487307705
685,149.1735431216173
686,234.5928218553553
687,212.02590798183886
688,425.11946380052336
689,186.48897014623722
690,350.84331463687937
691,181.42504558149994
692,130.68101760468346
693,249.31696555866236
694,187.83664798538393
695,213.30602210878277
696,375.0611959377549
697,292.63269897043625
698,398.50367963537127
699,263.37971549160164
700,417.52143495870644
701,181.2176274521492
702,185.9875172798239
703,117.76174695659707
704,337.9885875001357
705,1616.6541416262291
706,190.01848926488805
707,191.86469334824145
708,143.8574915905167
709,346.66320413246694
710,144.41650250715938
711,107.47003352937364
712,609.7560549998185
713,354.3301258147745
714,148.47495630374377
715,149.67534541288748
716,149.88642891407852
717,266.6101222196446
718,453.0386195626715
719,224.39234112505613
720,121.63915772877968
721,404.7197751867829
722,288.0965061590053
723,238.5577781734236
724,224.39234112505613
725,219.05942561811682
726,171.55288450436203
727,132.4851137826042
728,149.88642891407852
729,448.0043838779249
730,187.30181852900694
731,95.07412963440453
732,142.26978713437546
733,135.28283357801885
734,146.26142358014772
735,148.32048001596146
736,142.22592429208652
737,212.81204302984725
738,168.24252637040445
739,186.12056320999935
740,257.00463702002793
741,1224.7272190257743
742,228.15878437949334
743,404.8870169795655
744,265.10827854992993
745,133.40951302947724
746,206.44020968294902
747,139.92112772386056
748,161.95758013920278
749,221.9190325610907
750,178.67106740206782
751,674.2099784213948
752,334.9101021392267
753,184.8229126060385
754,140.4232449951826
755,458.99663514260334
756,263.37971549160164
757,140.28520778297866
758,233.3819451219002
759,187.83664798538393
760,172.16358207167613
761,195.93797291680232
762,133.11699122954175
763,128.89418894936696
764,168.49771822104438
765,362.5064797104466
766,699.2994078678391
767,594.4197580831175
768,196.69013998887294
769,106.07867616973313
770,168.24252637040445
771,146.8239996292452
772,820.399089061059
773,143.66897683950415
774,382.4561692975769
775,140.28520778297866
776,216.20017111148854
777,350.84331463687937
778,350.84331463687937
779,149.88642891407852
780,218.52583156854413
781,168.24252637040445
782,179.48935408992605
783,212.81204302984725
784,362.5064797104466
785,226.44771861415182
786,226.44771861415182
787,143.11490826881388
788,168.3209677383316
789,222.09006274779387
790,181.42504558149994
791,134.6359065956434
792,222.39374835492973
793,820.399089061059
794,149.88642891407852
795,252.80398988994045
796,120.1240938277883
797,149.88642891407852
798,140.11157517461612
799,226.44771861415182
800,301.88716235766265
801,132.98723403067723
802,139.92112772386056
803,207.24399781043948
804,581.2492410723205
805,144.41650250715938
806,362.39991199870934
807,362.39991199870934
808,159.67905882292692
809,501.9755549220351
810,192.50401773483821
811,140.002952825446
812,433.5117477565408
813,183.91810073391215
814,250.9483152913747
815,500.2306006878308
816,273.2377461612545
817,107.47003352937364
818,1167.60614838008
819,139.92112772386056
820,119.68479323145839
821,143.8574915905167
822,114.58682425380604
823,213.31687099326973
824,116.52869405819506
825,196.7755495377914
826,757.4014183361551
827,159.71350081215473
828,158.557914002596
829,1433.6840206353083
830,143.11490826881388
831,181.42504558149994
832,277.5864209060374
833,257.00463702002793
834,155.75832174834275
835,264.6654748628384
836,213.31687099326973
837,143.11490826881388
838,196.69013998887294
839,252.16375139266304
840,150.15985198057172
841,149.67534541288748
842,167.04185856169886
843,218.52583156854413
844,133.70137548483163
845,190.49709237811547
846,104.64120255225839
847,520.409337898755
848,229.94917065923656
849,135.51510540942698
850,333.4786250129261
851,120.2583103660469
852,175.928709932994
853,149.88642891407852
854,451.5791188511082
855,212.81204302984725
856,376.75783658595344
857,149.67534541288748
858,179.19801914293606
859,148.32048001596146
860,149.67534541288748
861,117.76174695659707
862,139.92112772386056
863,149.85691553198762
864,181.59759955998354
865,222.09006274779387
866,109.66783061718753
867,111.06737032835484
868,256.36796656371183
869,198.07113202531738
870,517.785950862008
871,258.76775505705115
872,387.88496083100375
873,246.09364575794905
874,273.2377461612545
875,134.39037489216665
876,826.7710988159188
877,826.7710988159188
878,183.23877392683875
879,114.81555899261426
880,355.1496773590316
881,315.43707421164925
882,436.3334833145483
883,203.0854434901504
884,147.17834273919215
885,193.1620914129861
886,181.42504558149994
887,111.06737032835484
888,181.42504558149994
889,141.67690594765745
890,168.3209677383316
891,157.47776480286913
892,406.1038153665096
893,117.76174695659707
894,154.53908482178116
895,196.69013998887294
896,186.5467818698195
897,143.11490826881388
898,356.92048704662955
899,140.28520778297866
900,520.409337898755
901,142.57029153512818
902,1545.1804318435723
903,132.43812225678766
904,224.39234112505613
905,121.88414693919349
906,144.41650250715938
907,154.4246070431306
908,193.16361115180288
909,191.9434371031147
910,181.59759955998354
911,124.9917269068652
912,212.81204302984725
913,434.32079213606215
914,170.2321351449962
915,193.36805599296466
916,196.69013998887294
917,212.81204302984725
918,375.0611959377549
919,149.88642891407852
920,185.9875172798239
921,137.16872876721746
922,136.12626285381825
923,142.26978713437546
924,257.00463702002793
925,697.038373057799
926,480.57172233026324
927,510.8501961551888
928,137.16872876721746
929,132.4851137826042
930,113.10096093331128
931,149.88642891407852
932,141.67690594765745
933,393.7510472737475
934,226.85675505330641
935,146.2533008941219
936,387.88496083100375
937,149.56845626143001
938,136.9820293844919
939,218.52583156854413
940,218.52583156854413
941,159.11160628766024
942,149.67534541288748
943,140.28520778297866
944,520.409337898755
945,362.5064797104466
946,77.96658039772109
947,442.3927845002584
948,128.9750833015886
949,273.2377461612545
950,170.68331983004504
951,202.1418312494708
952,127.80857971934189
953,242.09756114533755
954,187.37591753208903
955,190.1914885299555
956,333.7805638684134
957,134.66901117936965
958,775.3520243410578
959,159.11160628766024
960,187.30181852900694
961,181.42504558149994
962,130.68101760468346
963,277.596049783094
964,391.08025902446167
965,144.41650250715938
966,131.31103347096408
967,179.48935408992605
968,229.2801280114805
969,181.42504558149994
970,187.83664798538393
971,139.92112772386056
972,288.8712025263792
973,134.4772246525898
974,448.6971645980822
975,133.23462573655604
976,250.9483152913747
977,197.25535465068722
978,149.67534541288748
979,195.54873351303942
980,193.01714400109915
981,273.2377461612545
982,149.88642891407852
983,212.81204302984725
984,179.48935408992605
985,250.1212623314466
986,205.18184980266827
987,211.60034164215028
988,143.0500299582793
989,425.11946380052336
990,241.485332540292
991,207.24399781043948
992,193.36805599296466
993,183.70237215712942
994,267.0307166577532
995,250.1212623314466
996,250.1212623314466
997,229.96049782827214
998,250.1212623314466
999,205.18184980266827
1000,250.1212623314466
1001,697.5160047570383
1002,250.1212623314466
1003,878.7986380368166
1004,245.86429524671945
1005,404.8870169795655
1006,402.924432072821
1007,234.0008696888313
1008,378.5261384039465
1009,185.75393714288325
1010,214.28934583758254
1011,288.0965061590053
1012,215.1866296912092
1013,186.48897014623722
1014,371.4042867685535
1015,501.9755549220351
1016,140.2111385611519
1017,191.89708233097363
1018,147.24735175310818
1019,205.67469598450128
1020,520.9342890939241
1021,152.14135452911538
1022,195.93797291680232
1023,221.52636896828432
1024,341.90872498019843
1025,1608.7031964870675
1026,196.69013998887294
1027,365.6989034051422
1028,156.17562228616063
1029,235.08470029971582
1030,246.09364575794905
1031,143.11490826881388
1032,144.41650250715938
1033,425.36193203035674
1034,357.6538739382785
1035,179.48935408992605
1036,191.86469334824145
1037,148.72182424029316
1038,193.5886390553355
1039,144.41650250715938
1040,142.22218681829932
1041,246.09364575794905
1042,181.42504558149994
1043,168.24252637040445
1044,169.7537638944192
1045,356.69855863442507
1046,119.29231166336378
1047,190.01848926488805
1048,143.11490826881388
1049,273.46218686080795
1050,500.2306006878308
1051,189.00697354344604
1052,195.54873351303942
1053,241.44693742051678
1054,254.1934286913822
1055,139.92112772386056
1056,520.4832096961976
1057,142.93693454933347
1058,433.5117477565408
1059,159.0467480100591
1060,222.10345221841246
1061,125.51558182186386
1062,177.7607118600158
1063,202.1418312494708
1064,333.2964199696086
1065,439.8901595744036
1066,433.95543002046753
1067,117.76174695659707
1068,215.30063085918238
1069,149.88642891407852
1070,149.88642891407852
1071,241.485332540292
1072,196.69013998887294
1073,300.6741160207959
1074,222.33852570778754
1075,117.76174695659707
1076,181.42504558149994
1077,99.39070421716613
1078,280.10410208168196
1079,415.97964842208376
1080,267.2719307858622
1081,501.9755549220351
1082,193.16361115180288
1083,164.42447651315925
1084,447.6025504469428
1085,357.6538739382785
1086,101.79238794353356
1087,113.10096093331128
1088,333.4786250129261
1089,206.44020968294902
1090,203.0854434901504
1091,340.63409161862205
1092,343.2210911439457
1093,217.78172723975015
1094,130.94987897142815
1095,125.73276901678636
1096,196.69013998887294
1097,155.70949877141152
1098,212.81204302984725
1099,181.42504558149994
1100,193.01714400109915
1101,143.11490826881388
1102,196.69013998887294
1103,126.51533220396593
1104,193.01714400109915
1105,193.01714400109915
1106,144.41650250715938
1107,437.42841063581454
1108,584.3050438531061
1109,306.0324506854671
1110,212.81204302984725
1111,230.63422576052952
1112,218.52583156854413
1113,196.75615545915645
1114,124.49879207204285
1115,130.68101760468346
1116,216.98568082235724
1117,216.98568082235724
1118,152.63414302322678
1119,117.76174695659707
1120,177.7607118600158
1121,143.0500299582793
1122,176.27998586282834
1123,147.24735175310818
1124,150.28952370932518
1125,301.7342755797344
1126,300.9564362214747
1127,216.98568082235724
1128,126.57207674144577
1129,181.59759955998354
1130,181.42504558149994
1131,229.9498685672293
1132,273.2377461612545
1133,500.2306006878308
1134,196.69013998887294
1135,222.50502549714193
1136,233.3819451219002
1137,165.6337968410952
1138,181.42504558149994
1139,204.8943664588543
1140,333.4786250129261
1141,196.69013998887294
1142,557.9226468250063
1143,159.11160628766024
1144,246.97057608763282
1145,246.09364575794905
1146,130.2706850469831
1147,146.2533008941219
1148,245.86429524671945
1149,133.97103663819257
1150,149.67534541288748
1151,149.54085947005075
1152,176.27998586282834
1153,178.67106740206782
1154,196.69013998887294
1155,137.16872876721746
1156,130.2706850469831
1157,196.69013998887294
1158,780.9314558517923
1159,153.3439417038999
1160,159.34435117048062
1161,137.16872876721746
1162,371.99109657062496
1163,441.1964168732439
1164,176.15812497561123
1165,143.11490826881388
1166,162.06136307099104
1167,207.83600947653682
1168,151.37340784901778
1169,140.7238267295744
1170,198.1456622935639
1171,451.39284881929274
1172,218.52583156854413
1173,203.0854434901504
1174,111.4820059227819
1175,133.58381737832474
1176,145.522487307705
1177,271.92389562825014
1178,242.09756114533755
1179,350.84331463687937
1180,149.88642891407852
1181,190.35365304742956
1182,86.10112066923715
1183,214.28934583758254
1184,357.6538739382785
1185,196.69013998887294
1186,273.2377461612545
1187,212.81204302984725
1188,114.81555899261426
1189,224.22187698041793
1190,186.5467818698195
1191,241.485332540292
1192,152.85336384867787
1193,101.79238794353356
1194,682.3722716492977
1195,147.46801648749926
1196,144.0692005722378
1197,433.5117477565408
1198,138.63927514277663
1199,144.41650250715938
1200,143.11490826881388
1201,227.48963987188208
1202,186.44455118076485
1203,101.16761727759206
1204,292.39824186459197
1205,184.8229126060385
1206,95.07412963440453
1207,107.10329637993252
1208,297.2237570258575
1209,507.0610540402902
1210,146.4500108418663
1211,115.4866119449254
1212,196.69013998887294
1213,193.1620914129861
1214,61.461208560260154
1215,196.69013998887294
1216,130.68101760468346
1217,268.2554610295479
1218,186.5467818698195
1219,239.18653185589574
1220,113.63297870057114
1221,384.08992748715036
1222,86.10112066923715
1223,159.11160628766024
1224,86.10112066923715
1225,86.10112066923715
1226,86.10112066923715
1227,86.10112066923715
1228,86.10112066923715
1229,501.9755549220351
1230,288.0965061590053
1231,155.75832174834275
1232,350.84331463687937
1233,871.4966480999486
1234,276.4929079308407
1235,159.11160628766024
1236,213.30602210878277
1237,149.88642891407852
1238,181.59759955998354
1239,127.4475904472388
1240,607.4725283042599
1241,210.90853006837395
1242,221.7086910946631
1243,378.67630695654907
1244,135.28283357801885
1245,136.99061307505872
1246,246.09364575794905
1247,312.76413365723687
1248,168.3209677383316
1249,234.0008696888313
1250,285.5471602502374
1251,277.596049783094
1252,498.3192189736501
1253,206.2974572671905
1254,362.39991199870934
1255,1224.7272190257743
1256,107.79079859425643
1257,579.4500182706025
1258,147.96174866571576
1259,254.60374474067365
1260,109.8183703492614
1261,338.3126420242582
1262,102.56557282756809
1263,196.69013998887294
1264,113.10096093331128
1265,111.06737032835484
1266,139.92112772386056
1267,505.01400335076755
1268,256.6725082910077
1269,277.5864209060374
1270,285.10341836115117
1271,181.42504558149994
1272,376.75783658595344
1273,288.0965061590053
1274,140.89412778614948
1275,856.6115478204244
1276,117.76174695659707
1277,219.49960165675594
1278,117.76174695659707
1279,544.7443201992054
1280,155.57323204425063
1281,234.5928218553553
1282,181.42504558149994
1283,133.42137540181133
1284,301.7342755797344
1285,186.36287342783677
1286,219.56523120532265
1287,126.57207674144577
1288,149.88642891407852
1289,114.58682425380604
1290,154.32862504522126
1291,212.81204302984725
1292,145.964163406131
1293,190.01848926488805
1294,419.45892632088606
1295,695.7601441452249
1296,260.4667430837709
1297,186.60572393304952
1298,193.16361115180288
1299,274.2015869190213
1300,143.0500299582793
1301,119.62780958868201
1302,193.1620914129861
1303,203.0854434901504
1304,106.41166843662673
1305,239.18653185589574
1306,899.340751159508
1307,127.8486377969347
1308,391.08025902446167
1309,221.84367312042272
1310,294.2729934657679
1311,147.96174866571576
1312,281.1846758576478
1313,248.63552126032388
1314,155.75832174834275
1315,181.42504558149994
1316,117.3191620413096
1317,273.2377461612545
1318,274.23856704541134
1319,212.81204302984725
1320,246.26083096988242
1321,148.47495630374377
1322,206.62332170358837
1323,212.81204302984725
1324,144.41650250715938
1325,115.4866119449254
1326,187.30181852900694
1327,463.8535386649437
1328,239.18653185589574
1329,149.56845626143001
1330,140.28520778297866
1331,346.38652172983336
1332,191.86469334824145
1333,113.10096093331128
1334,128.1544732480997
1335,114.74471778129428
1336,147.24735175310818
1337,189.00697354344604
1338,134.5306936105535
1339,517.785950862008
1340,212.81204302984725
1341,196.69013998887294
1342,135.38166053788888
1343,334.9101021392267
1344,721.9052419408022
1345,117.85859079439378
1346,515.8228316999646
1347,133.58381737832474
1348,99.8938981317405
1349,203.0854434901504
1350,357.6538739382785
1351,118.73560075643395
1352,195.54873351303942
1353,196.69013998887294
1354,126.57207674144577
1355,212.81204302984725
1356,391.08025902446167
1357,196.69013998887294
1358,216.78084178614492
1359,166.45567810363747
1360,193.1620914129861
1361,149.88642891407852
1362,516.9074515120648
1363,288.44312618000885
1364,171.25907125559118
